match_id,series_id,match_details,result,Team1,Score1,Team2,Score2,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs
734031,695871,"51st match:MI v DD at Mumbai- May 23, 2014",MI won by 15 runs,MI,173,DD,158,23/05/14,Mumbai,51st match,MI,DD,MI,15,,,MI,173,10,19.3,20,DD,158,4,20,20
734033,695871,"52nd match:KXIP v RR at Mohali- May 23, 2014",KXIP won by 16 runs,KXIP,179,RR,163,23/05/14,Mohali,52nd match,KXIP,RR,KXIP,16,,,KXIP,179,4,20,20,RR,163,8,20,20
734035,695871,"53rd match:RCB v CSK at Bangalore- May 24, 2014",CSK won by 8 wickets,RCB,154,CSK,160,24/05/14,Bangalore,53rd match,RCB,CSK,CSK,,8,,RCB,154,6,20,20,CSK,160,2,17.4,20
734037,695871,"54th match:KKR v SRH at Kolkata- May 24, 2014",KKR won by 4 wickets,SRH,160,KKR,161,24/05/14,Kolkata,54th match,KKR,SRH,KKR,,4,,SRH,160,7,20,20,KKR,161,6,14.2,20
734039,695871,"55th match:KXIP v DD at Mohali- May 25, 2014",KXIP won by 7 wickets,DD,115,KXIP,119,25/05/14,Mohali,55th match,KXIP,DD,KXIP,,7,,DD,115,10,18.1,20,KXIP,119,3,13.5,20
734041,695871,"56th match:MI v RR at Mumbai- May 25, 2014",MI won by 5 wickets,RR,189,MI,195,25/05/14,Mumbai,56th match,MI,RR,MI,,5,,RR,189,4,20,20,MI,195,5,14.4,20
734043,695871,"Qualifier 1:KXIP v KKR at Kolkata- May 27-28, 2014",KKR won by 28 runs,KKR,163,KXIP,135,28/05/14,Kolkata- May 27,Qualifier 1,KXIP,KKR,KKR,28,,,KKR,163,8,20,20,KXIP,135,8,20,20
734045,695871,"Eliminator:CSK v MI at Mumbai (BS)- May 28, 2014",CSK won by 7 wickets,MI,173,CSK,176,28/05/14,Mumbai (BS),Eliminator,CSK,MI,CSK,,7,,MI,173,8,20,20,CSK,176,3,18.4,20
734047,695871,"Qualifier 2:CSK v KXIP at Mumbai- May 30, 2014",KXIP won by 24 runs,KXIP,226,CSK,202,30/05/14,Mumbai,Qualifier 2,CSK,KXIP,KXIP,24,,,KXIP,226,6,20,20,CSK,202,7,20,20
734049,695871,"Final:KKR v KXIP at Bangalore- Jun 1, 2014",KKR won by 3 wickets,KXIP,199,KKR,200,1/6/2014,Bangalore,Final,KKR,KXIP,KKR,,3,,KXIP,199,4,20,20,KKR,200,7,19.3,20
,,,,,,,,,,,,,,,,,,,,,,,,,,
829705,791129,"1st match:KKR v MI at Kolkata- Apr 8, 2015",KKR won by 7 wickets (with 9 balls remaining),MI,168,KKR,170,8/4/2015,Kolkata,1st match,KKR,MI,KKR,,7,9,MI,168,3,20,20,KKR,170,3,18.3,20
829707,791129,"2nd match:CSK v DD at Chennai- Apr 9, 2015",CSK won by 1 run,CSK,150,DD,149,9/4/2015,Chennai,2nd match,CSK,DD,CSK,1,,,CSK,150,7,20,20,DD,149,9,20,20
829709,791129,"3rd match:KXIP v RR at Pune- Apr 10, 2015",RR won by 26 runs,RR,162,KXIP,136,10/4/2015,Pune,3rd match,KXIP,RR,RR,26,,,RR,162,7,20,20,KXIP,136,8,20,20
829711,791129,"4th match:CSK v SRH at Chennai- Apr 11, 2015",CSK won by 45 runs,CSK,209,SRH,164,11/4/2015,Chennai,4th match,CSK,SRH,CSK,45,,,CSK,209,4,20,20,SRH,164,6,20,20
829713,791129,"5th match:KKR v RCB at Kolkata- Apr 11, 2015",RCB won by 3 wickets (with 6 balls remaining),KKR,177,RCB,179,11/4/2015,Kolkata,5th match,KKR,RCB,RCB,,3,6,KKR,177,6,20,20,RCB,179,7,19,20
829715,791129,"6th match:DD v RR at Delhi- Apr 12, 2015",RR won by 3 wickets (with 0 balls remaining),DD,184,RR,186,12/4/2015,Delhi,6th match,DD,RR,RR,,3,0,DD,184,3,20,20,RR,186,7,20,20
829717,791129,"7th match:MI v KXIP at Mumbai- Apr 12, 2015",KXIP won by 18 runs,KXIP,177,MI,159,12/4/2015,Mumbai,7th match,MI,KXIP,KXIP,18,,,KXIP,177,5,20,20,MI,159,7,20,20
829719,791129,"8th match:RCB v SRH at Bangalore- Apr 13, 2015",SRH won by 8 wickets (with 16 balls remaining),RCB,166,SRH,172,13/04/15,Bangalore,8th match,RCB,SRH,SRH,,8,16,RCB,166,10,19.5,20,SRH,172,2,17.2,20
829721,791129,"9th match:RR v MI at Ahmedabad- Apr 14, 2015",RR won by 7 wickets (with 5 balls remaining),MI,164,RR,165,14/04/15,Ahmedabad,9th match,RR,MI,RR,,7,5,MI,164,5,20,20,RR,165,3,19.1,20
829725,791129,"10th match:KXIP v DD at Pune- Apr 15, 2015",DD won by 5 wickets (with 1 ball remaining),KXIP,165,DD,169,15/04/15,Pune,10th match,KXIP,DD,DD,,5,1,KXIP,165,7,20,20,DD,169,5,19.5,20
829727,791129,"11th match:SRH v RR at Visakhapatnam- Apr 16, 2015",RR won by 6 wickets (with 0 balls remaining),SRH,127,RR,131,16/04/15,Visakhapatnam,11th match,SRH,RR,RR,,6,0,SRH,127,5,20,20,RR,131,4,20,20
829729,791129,"12th match:MI v CSK at Mumbai- Apr 17, 2015",CSK won by 6 wickets (with 20 balls remaining),MI,183,CSK,189,17/04/15,Mumbai,12th match,MI,CSK,CSK,,6,20,MI,183,7,20,20,CSK,189,4,16.4,20
829731,791129,"13th match:SRH v DD at Visakhapatnam- Apr 18, 2015",DD won by 4 runs,DD,167,SRH,163,18/04/15,Visakhapatnam,13th match,SRH,DD,DD,4,,,DD,167,4,20,20,SRH,163,8,20,20
829733,791129,"14th match:KXIP v KKR at Pune- Apr 18, 2015",KKR won by 4 wickets (with 13 balls remaining),KXIP,155,KKR,159,18/04/15,Pune,14th match,KXIP,KKR,KKR,,4,13,KXIP,155,9,20,20,KKR,159,6,17.5,20
829735,791129,"15th match:RR v CSK at Ahmedabad- Apr 19, 2015",RR won by 8 wickets (with 10 balls remaining),CSK,156,RR,157,19/04/15,Ahmedabad,15th match,RR,CSK,RR,,8,10,CSK,156,4,20,20,RR,157,2,18.2,20
829737,791129,"16th match:RCB v MI at Bangalore- Apr 19, 2015",MI won by 18 runs,MI,209,RCB,191,19/04/15,Bangalore,16th match,RCB,MI,MI,18,,,MI,209,7,20,20,RCB,191,7,20,20
829739,791129,"17th match:DD v KKR at Delhi- Apr 20, 2015",KKR won by 6 wickets (with 11 balls remaining),DD,146,KKR,147,20/04/15,Delhi,17th match,DD,KKR,KKR,,6,11,DD,146,8,20,20,KKR,147,4,18.1,20
829741,791129,"18th match:RR v KXIP at Ahmedabad- Apr 21, 2015",Match tied (KXIP won the one-over eliminator),RR,191,KXIP,191,21/04/15,Ahmedabad,18th match,RR,KXIP,KXIP,,,,RR,191,6,20,20,KXIP,191,6,20,20
829743,791129,"19th match:SRH v KKR at Visakhapatnam- Apr 22, 2015",SRH won by 16 runs (D/L method),SRH,176,KKR,101,22/04/15,Visakhapatnam,19th match,SRH,KKR,SRH,16,,,SRH,176,4,20,20,KKR,101,4,12,12
829745,791129,"20th match:RCB v CSK at Bangalore- Apr 22, 2015",CSK won by 27 runs,CSK,181,RCB,154,22/04/15,Bangalore,20th match,RCB,CSK,CSK,27,,,CSK,181,8,20,20,RCB,154,8,20,20
829747,791129,"21st match:DD v MI at Delhi- Apr 23, 2015",DD won by 37 runs,DD,190,MI,153,23/04/15,Delhi,21st match,DD,MI,DD,37,,,DD,190,4,20,20,MI,153,9,20,20
829749,791129,"22nd match:RR v RCB at Ahmedabad- Apr 24, 2015",RCB won by 9 wickets (with 23 balls remaining),RR,130,RCB,134,24/04/15,Ahmedabad,22nd match,RR,RCB,RCB,,9,23,RR,130,9,20,20,RCB,134,1,16.1,20
829751,791129,"23rd match:MI v SRH at Mumbai- Apr 25, 2015",MI won by 20 runs,MI,157,SRH,137,25/04/15,Mumbai,23rd match,MI,SRH,MI,20,,,MI,157,8,20,20,SRH,137,8,20,20
829753,791129,"24th match:CSK v KXIP at Chennai- Apr 25, 2015",CSK won by 97 runs,CSK,192,KXIP,95,25/04/15,Chennai,24th match,CSK,KXIP,CSK,97,,,CSK,192,3,20,20,KXIP,95,9,20,20
829755,791129,"25th match:KKR v RR at Kolkata- Apr 26, 2015",Match abandoned without a ball bowled,,,,,26/04/15,Kolkata,25th match,KKR,RR,Match abandoned without a ball bowled,,,,,,,,,,,,,
829757,791129,"26th match:DD v RCB at Delhi- Apr 26, 2015",RCB won by 10 wickets (with 57 balls remaining),DD,95,RCB,99,26/04/15,Delhi,26th match,DD,RCB,RCB,,10,57,DD,95,10,18.2,20,RCB,99,0,10.3,20
829759,791129,"27th match:KXIP v SRH at Mohali- Apr 27, 2015",SRH won by 20 runs,SRH,150,KXIP,130,27/04/15,Mohali,27th match,KXIP,SRH,SRH,20,,,SRH,150,6,20,20,KXIP,130,9,20,20
829765,791129,"28th match:CSK v KKR at Chennai- Apr 28, 2015",CSK won by 2 runs,CSK,134,KKR,132,28/04/15,Chennai,28th match,CSK,KKR,CSK,2,,,CSK,134,6,20,20,KKR,132,9,20,20
829763,791129,"29th match:RCB v RR at Bangalore- Apr 29, 2015",No result,RCB,200,,,29/04/15,Bangalore,29th match,RCB,RR,No result,,,,RCB,200,7,20,20,,,,,
829723,791129,"30th match:KKR v CSK at Kolkata- Apr 30, 2015",KKR won by 7 wickets (with 1 ball remaining),CSK,165,KKR,169,30/04/15,Kolkata,30th match,KKR,CSK,KKR,,7,1,CSK,165,9,20,20,KKR,169,3,19.5,20
829767,791129,"31st match:DD v KXIP at Delhi- May 1, 2015",DD won by 9 wickets (with 37 balls remaining),KXIP,118,DD,119,1/5/2015,Delhi,31st match,DD,KXIP,DD,,9,37,KXIP,118,8,20,20,DD,119,1,13.5,20
829769,791129,"32nd match:MI v RR at Mumbai- May 1, 2015",MI won by 8 runs,MI,187,RR,179,1/5/2015,Mumbai,32nd match,MI,RR,MI,8,,,MI,187,5,20,20,RR,179,7,20,20
829771,791129,"33rd match:RCB v KKR at Bangalore- May 2, 2015",RCB won by 7 wickets (with 2 balls remaining),KKR,111,RCB,115,2/5/2015,Bangalore,33rd match,RCB,KKR,RCB,,7,2,KKR,111,4,10,10,RCB,115,3,9.4,10
829773,791129,"34th match:SRH v CSK at Hyderabad (Deccan)- May 2, 2015",SRH won by 22 runs,SRH,192,CSK,170,2/5/2015,Hyderabad (Deccan),34th match,SRH,CSK,SRH,22,,,SRH,192,7,20,20,CSK,170,6,20,20
829775,791129,"35th match:KXIP v MI at Mohali- May 3, 2015",MI won by 23 runs,MI,172,KXIP,149,3/5/2015,Mohali,35th match,KXIP,MI,MI,23,,,MI,172,3,20,20,KXIP,149,7,20,20
829777,791129,"36th match:RR v DD at Mumbai (BS)- May 3, 2015",RR won by 14 runs,RR,189,DD,175,3/5/2015,Mumbai (BS),36th match,RR,DD,RR,14,,,RR,189,2,20,20,DD,175,7,20,20
829779,791129,"37th match:CSK v RCB at Chennai- May 4, 2015",CSK won by 24 runs,CSK,148,RCB,124,4/5/2015,Chennai,37th match,CSK,RCB,CSK,24,,,CSK,148,9,20,20,RCB,124,10,19.4,20
829781,791129,"38th match:KKR v SRH at Kolkata- May 4, 2015",KKR won by 35 runs,KKR,167,SRH,132,4/5/2015,Kolkata,38th match,KKR,SRH,KKR,35,,,KKR,167,7,20,20,SRH,132,9,20,20
829783,791129,"39th match:MI v DD at Mumbai- May 5, 2015",MI won by 5 wickets (with 3 balls remaining),DD,152,MI,153,5/5/2015,Mumbai,39th match,MI,DD,MI,,5,3,DD,152,6,20,20,MI,153,5,19.3,20
829785,791129,"40th match:RCB v KXIP at Bangalore- May 6, 2015",RCB won by 138 runs,RCB,226,KXIP,88,6/5/2015,Bangalore,40th match,RCB,KXIP,RCB,138,,,RCB,226,3,20,20,KXIP,88,10,13.4,20
829787,791129,"41st match:RR v SRH at Mumbai (BS)- May 7, 2015",SRH won by 7 runs,SRH,201,RR,194,7/5/2015,Mumbai (BS),41st match,RR,SRH,SRH,7,,,SRH,201,4,20,20,RR,194,7,20,20
829761,791129,"42nd match:KKR v DD at Kolkata- May 7, 2015",KKR won by 13 runs,KKR,171,DD,158,7/5/2015,Kolkata,42nd match,KKR,DD,KKR,13,,,KKR,171,7,20,20,DD,158,6,20,20
829789,791129,"43rd match:CSK v MI at Chennai- May 8, 2015",MI won by 6 wickets (with 4 balls remaining),CSK,158,MI,159,8/5/2015,Chennai,43rd match,CSK,MI,MI,,6,4,CSK,158,5,20,20,MI,159,4,19.2,20
829791,791129,"44th match:KKR v KXIP at Kolkata- May 9, 2015",KKR won by 1 wicket (with 1 ball remaining),KXIP,183,KKR,184,9/5/2015,Kolkata,44th match,KKR,KXIP,KKR,,1,1,KXIP,183,5,20,20,KKR,184,9,19.5,20
829793,791129,"45th match:DD v SRH at Raipur- May 9, 2015",SRH won by 6 runs,SRH,163,DD,157,9/5/2015,Raipur,45th match,DD,SRH,SRH,6,,,SRH,163,4,20,20,DD,157,4,20,20
829795,791129,"46th match:MI v RCB at Mumbai- May 10, 2015",RCB won by 39 runs,RCB,235,MI,196,10/5/2015,Mumbai,46th match,MI,RCB,RCB,39,,,RCB,235,1,20,20,MI,196,7,20,20
829797,791129,"47th match:CSK v RR at Chennai- May 10, 2015",CSK won by 12 runs,CSK,157,RR,145,10/5/2015,Chennai,47th match,CSK,RR,CSK,12,,,CSK,157,5,20,20,RR,145,9,20,20
829799,791129,"48th match:SRH v KXIP at Hyderabad (Deccan)- May 11, 2015",SRH won by 5 runs,SRH,185,KXIP,180,11/5/2015,Hyderabad (Deccan),48th match,SRH,KXIP,SRH,5,,,SRH,185,5,20,20,KXIP,180,7,20,20
829801,791129,"49th match:DD v CSK at Raipur- May 12, 2015",DD won by 6 wickets (with 20 balls remaining),CSK,119,DD,120,12/5/2015,Raipur,49th match,DD,CSK,DD,,6,20,CSK,119,6,20,20,DD,120,4,16.4,20
829803,791129,"50th match:KXIP v RCB at Mohali- May 13, 2015",KXIP won by 22 runs,KXIP,106,RCB,84,13/05/15,Mohali,50th match,KXIP,RCB,KXIP,22,,,KXIP,106,6,10,10,RCB,84,6,10,10
829805,791129,"51st match:MI v KKR at Mumbai- May 14, 2015",MI won by 5 runs,MI,171,KKR,166,14/05/15,Mumbai,51st match,MI,KKR,MI,5,,,MI,171,4,20,20,KKR,166,7,20,20
829807,791129,"52nd match:SRH v RCB at Hyderabad (Deccan)- May 15, 2015",RCB won by 6 wickets (with 1 ball remaining) (D/L method),SRH,135,RCB,83,15/05/15,Hyderabad (Deccan),52nd match,SRH,RCB,RCB,,6,1,SRH,135,3,11,11,RCB,83,4,5.5,6
829809,791129,"53rd match:KXIP v CSK at Mohali- May 16, 2015",CSK won by 7 wickets (with 19 balls remaining),KXIP,130,CSK,134,16/05/15,Mohali,53rd match,KXIP,CSK,CSK,,7,19,KXIP,130,7,20,20,CSK,134,3,16.5,20
829811,791129,"54th match:RR v KKR at Mumbai (BS)- May 16, 2015",RR won by 9 runs,RR,199,KKR,190,16/05/15,Mumbai (BS),54th match,RR,KKR,RR,9,,,RR,199,6,20,20,KKR,190,9,20,20
829813,791129,"55th match:RCB v DD at Bangalore- May 17, 2015",No result,DD,187,RCB,2,17/05/15,Bangalore,55th match,RCB,DD,No result,,,,DD,187,5,20,20,RCB,2,0,1.1,20
829815,791129,"56th match:SRH v MI at Hyderabad (Deccan)- May 17, 2015",MI won by 9 wickets (with 37 balls remaining),SRH,113,MI,114,17/05/15,Hyderabad (Deccan),56th match,SRH,MI,MI,,9,37,SRH,113,10,20,20,MI,114,1,13.5,20
829817,791129,"Qualifier 1:CSK v MI at Mumbai- May 19, 2015",MI won by 25 runs,MI,187,CSK,162,19/05/15,Mumbai,Qualifier 1,CSK,MI,MI,25,,,MI,187,6,20,20,CSK,162,10,19,20
829819,791129,"Eliminator:RCB v RR at Pune- May 20, 2015",RCB won by 71 runs,RCB,180,RR,109,20/05/15,Pune,Eliminator,RCB,RR,RCB,71,,,RCB,180,4,20,20,RR,109,10,19,20
829821,791129,"Qualifier 2:CSK v RCB at Ranchi- May 22, 2015",CSK won by 3 wickets (with 1 ball remaining),RCB,139,CSK,140,22/05/15,Ranchi,Qualifier 2,CSK,RCB,CSK,,3,1,RCB,139,8,20,20,CSK,140,7,19.5,20
829823,791129,"Final:MI v CSK at Kolkata- May 24, 2015",MI won by 41 runs,MI,202,CSK,161,24/05/15,Kolkata,Final,MI,CSK,MI,41,,,MI,202,5,20,20,CSK,161,8,20,20
,,,,,,,,,,,,,,,,,,,,,,,,,,
980901,968923,"1st match:MI v RPS at Mumbai- Apr 9, 2016",RPS won by 9 wickets (with 32 balls remaining),MI,121,RPS,126,9/4/2016,Mumbai,1st match,MI,RPS,RPS,,9,32,MI,121,8,20,20,RPS,126,1,14.4,20
980903,968923,"2nd match:KKR v DD at Kolkata- Apr 10, 2016",KKR won by 9 wickets (with 35 balls remaining),DD,98,KKR,99,10/4/2016,Kolkata,2nd match,KKR,DD,KKR,,9,35,DD,98,10,17.4,20,KKR,99,1,14.1,20
980905,968923,"3rd match:KXIP v GI at Mohali- Apr 11, 2016",GI won by 5 wickets (with 14 balls remaining),KXIP,161,GI,162,11/4/2016,Mohali,3rd match,KXIP,GI,GI,,5,14,KXIP,161,6,20,20,GI,162,5,17.4,20
980907,968923,"4th match:RCB v SRH at Bangalore- Apr 12, 2016",RCB won by 45 runs,RCB,227,SRH,182,12/4/2016,Bangalore,4th match,RCB,SRH,RCB,45,,,RCB,227,4,20,20,SRH,182,6,20,20
980909,968923,"5th match:KKR v MI at Kolkata- Apr 13, 2016",MI won by 6 wickets (with 5 balls remaining),KKR,187,MI,188,13/04/16,Kolkata,5th match,KKR,MI,MI,,6,5,KKR,187,5,20,20,MI,188,4,19.1,20
980911,968923,"6th match:GI v RPS at Rajkot- Apr 14, 2016",GI won by 7 wickets (with 12 balls remaining),RPS,163,GI,164,14/04/16,Rajkot,6th match,GI,RPS,GI,,7,12,RPS,163,5,20,20,GI,164,3,18,20
980913,968923,"7th match:DD v KXIP at Delhi- Apr 15, 2016",DD won by 8 wickets (with 39 balls remaining),KXIP,111,DD,113,15/04/16,Delhi,7th match,DD,KXIP,DD,,8,39,KXIP,111,9,20,20,DD,113,2,13.3,20
980915,968923,"8th match:SRH v KKR at Hyderabad (Deccan)- Apr 16, 2016",KKR won by 8 wickets (with 10 balls remaining),SRH,142,KKR,146,16/04/16,Hyderabad (Deccan),8th match,SRH,KKR,KKR,,8,10,SRH,142,7,20,20,KKR,146,2,18.2,20
980917,968923,"9th match:MI v GI at Mumbai- Apr 16, 2016",GI won by 3 wickets (with 0 balls remaining),MI,143,GI,147,16/04/16,Mumbai,9th match,MI,GI,GI,,3,0,MI,143,8,20,20,GI,147,7,20,20
980919,968923,"10th match:KXIP v RPS at Mohali- Apr 17, 2016",KXIP won by 6 wickets (with 8 balls remaining),RPS,152,KXIP,153,17/04/16,Mohali,10th match,KXIP,RPS,KXIP,,6,8,RPS,152,7,20,20,KXIP,153,4,18.4,20
980921,968923,"11th match:RCB v DD at Bangalore- Apr 17, 2016",DD won by 7 wickets (with 5 balls remaining),RCB,191,DD,192,17/04/16,Bangalore,11th match,RCB,DD,DD,,7,5,RCB,191,5,20,20,DD,192,3,19.1,20
980923,968923,"12th match:SRH v MI at Hyderabad (Deccan)- Apr 18, 2016",SRH won by 7 wickets (with 15 balls remaining),MI,142,SRH,145,18/04/16,Hyderabad (Deccan),12th match,SRH,MI,SRH,,7,15,MI,142,6,20,20,SRH,145,3,17.3,20
980925,968923,"13th match:KXIP v KKR at Mohali- Apr 19, 2016",KKR won by 6 wickets (with 17 balls remaining),KXIP,138,KKR,141,19/04/16,Mohali,13th match,KXIP,KKR,KKR,,6,17,KXIP,138,8,20,20,KKR,141,4,17.1,20
980927,968923,"14th match:MI v RCB at Mumbai- Apr 20, 2016",MI won by 6 wickets (with 12 balls remaining),RCB,170,MI,171,20/04/16,Mumbai,14th match,MI,RCB,MI,,6,12,RCB,170,7,20,20,MI,171,4,18,20
980929,968923,"15th match:GI v SRH at Rajkot- Apr 21, 2016",SRH won by 10 wickets (with 31 balls remaining),GI,135,SRH,137,21/04/16,Rajkot,15th match,GI,SRH,SRH,,10,31,GI,135,8,20,20,SRH,137,0,14.5,20
980931,968923,"16th match:RPS v RCB at Pune- Apr 22, 2016",RCB won by 13 runs,RCB,185,RPS,172,22/04/16,Pune,16th match,RPS,RCB,RCB,13,,,RCB,185,3,20,20,RPS,172,8,20,20
980933,968923,"17th match:DD v MI at Delhi- Apr 23, 2016",DD won by 10 runs,DD,164,MI,154,23/04/16,Delhi,17th match,DD,MI,DD,10,,,DD,164,4,20,20,MI,154,7,20,20
980935,968923,"18th match:SRH v KXIP at Hyderabad (Deccan)- Apr 23, 2016",SRH won by 5 wickets (with 13 balls remaining),KXIP,143,SRH,146,23/04/16,Hyderabad (Deccan),18th match,SRH,KXIP,SRH,,5,13,KXIP,143,6,20,20,SRH,146,5,17.5,20
980937,968923,"19th match:GI v RCB at Rajkot- Apr 24, 2016",GI won by 6 wickets (with 3 balls remaining),RCB,180,GI,182,24/04/16,Rajkot,19th match,GI,RCB,GI,,6,3,RCB,180,2,20,20,GI,182,4,19.3,20
980939,968923,"20th match:RPS v KKR at Pune- Apr 24, 2016",KKR won by 2 wickets (with 3 balls remaining),RPS,160,KKR,162,24/04/16,Pune,20th match,RPS,KKR,KKR,,2,3,RPS,160,5,20,20,KKR,162,8,19.3,20
980941,968923,"21st match:KXIP v MI at Mohali- Apr 25, 2016",MI won by 25 runs,MI,189,KXIP,164,25/04/16,Mohali,21st match,KXIP,MI,MI,25,,,MI,189,6,20,20,KXIP,164,7,20,20
980943,968923,"22nd match:SRH v RPS at Hyderabad (Deccan)- Apr 26, 2016",RPS won by 34 runs (D/L method),SRH,118,RPS,94,26/04/16,Hyderabad (Deccan),22nd match,SRH,RPS,RPS,34,,,SRH,118,8,20,20,RPS,94,3,11,11
980945,968923,"23rd match:DD v GI at Delhi- Apr 27, 2016",GI won by 1 run,GI,172,DD,171,27/04/16,Delhi,23rd match,DD,GI,GI,1,,,GI,172,6,20,20,DD,171,5,20,20
980947,968923,"24th match:MI v KKR at Mumbai- Apr 28, 2016",MI won by 6 wickets (with 12 balls remaining),KKR,174,MI,178,28/04/16,Mumbai,24th match,MI,KKR,MI,,6,12,KKR,174,5,20,20,MI,178,4,18,20
980949,968923,"25th match:RPS v GI at Pune- Apr 29, 2016",GI won by 3 wickets (with 0 balls remaining),RPS,195,GI,196,29/04/16,Pune,25th match,RPS,GI,GI,,3,0,RPS,195,3,20,20,GI,196,7,20,20
980951,968923,"26th match:DD v KKR at Delhi- Apr 30, 2016",DD won by 27 runs,DD,186,KKR,159,30/04/16,Delhi,26th match,DD,KKR,DD,27,,,DD,186,8,20,20,KKR,159,10,18.3,20
980953,968923,"27th match:SRH v RCB at Hyderabad (Deccan)- Apr 30, 2016",SRH won by 15 runs,SRH,194,RCB,179,30/04/16,Hyderabad (Deccan),27th match,SRH,RCB,SRH,15,,,SRH,194,5,20,20,RCB,179,6,20,20
980955,968923,"28th match:GI v KXIP at Rajkot- May 1, 2016",KXIP won by 23 runs,KXIP,154,GI,131,1/5/2016,Rajkot,28th match,GI,KXIP,KXIP,23,,,KXIP,154,10,19.5,20,GI,131,9,20,20
980957,968923,"29th match:RPS v MI at Pune- May 1, 2016",MI won by 8 wickets (with 9 balls remaining),RPS,159,MI,161,1/5/2016,Pune,29th match,RPS,MI,MI,,8,9,RPS,159,5,20,20,MI,161,2,18.3,20
980959,968923,"30th match:RCB v KKR at Bangalore- May 2, 2016",KKR won by 5 wickets (with 5 balls remaining),RCB,185,KKR,189,2/5/2016,Bangalore,30th match,RCB,KKR,KKR,,5,5,RCB,185,7,20,20,KKR,189,5,19.1,20
980961,968923,"31st match:GI v DD at Rajkot- May 3, 2016",DD won by 8 wickets (with 16 balls remaining),GI,149,DD,150,3/5/2016,Rajkot,31st match,GI,DD,DD,,8,16,GI,149,7,20,20,DD,150,2,17.2,20
980963,968923,"32nd match:KKR v KXIP at Kolkata- May 4, 2016",KKR won by 7 runs,KKR,164,KXIP,157,4/5/2016,Kolkata,32nd match,KKR,KXIP,KKR,7,,,KKR,164,3,20,20,KXIP,157,9,20,20
980965,968923,"33rd match:DD v RPS at Delhi- May 5, 2016",RPS won by 7 wickets (with 5 balls remaining),DD,162,RPS,166,5/5/2016,Delhi,33rd match,DD,RPS,RPS,,7,5,DD,162,7,20,20,RPS,166,3,19.1,20
980967,968923,"34th match:SRH v GI at Hyderabad (Deccan)- May 6, 2016",SRH won by 5 wickets (with 6 balls remaining),GI,126,SRH,129,6/5/2016,Hyderabad (Deccan),34th match,SRH,GI,SRH,,5,6,GI,126,6,20,20,SRH,129,5,19,20
980969,968923,"35th match:RCB v RPS at Bangalore- May 7, 2016",RCB won by 7 wickets (with 3 balls remaining),RPS,191,RCB,195,7/5/2016,Bangalore,35th match,RCB,RPS,RCB,,7,3,RPS,191,6,20,20,RCB,195,3,19.3,20
980971,968923,"36th match:KXIP v DD at Mohali- May 7, 2016",KXIP won by 9 runs,KXIP,181,DD,172,7/5/2016,Mohali,36th match,KXIP,DD,KXIP,9,,,KXIP,181,5,20,20,DD,172,5,20,20
980973,968923,"37th match:MI v SRH at Visakhapatnam- May 8, 2016",SRH won by 85 runs,SRH,177,MI,92,8/5/2016,Visakhapatnam,37th match,MI,SRH,SRH,85,,,SRH,177,3,20,20,MI,92,10,16.3,20
980975,968923,"38th match:KKR v GI at Kolkata- May 8, 2016",GI won by 5 wickets (with 12 balls remaining),KKR,158,GI,164,8/5/2016,Kolkata,38th match,KKR,GI,GI,,5,12,KKR,158,4,20,20,GI,164,5,18,20
980977,968923,"39th match:KXIP v RCB at Mohali- May 9, 2016",RCB won by 1 run,RCB,175,KXIP,174,9/5/2016,Mohali,39th match,KXIP,RCB,RCB,1,,,RCB,175,6,20,20,KXIP,174,4,20,20
980979,968923,"40th match:RPS v SRH at Visakhapatnam- May 10, 2016",SRH won by 4 runs,SRH,137,RPS,133,10/5/2016,Visakhapatnam,40th match,RPS,SRH,SRH,4,,,SRH,137,8,20,20,RPS,133,8,20,20
980981,968923,"41st match:RCB v MI at Bangalore- May 11, 2016",MI won by 6 wickets (with 8 balls remaining),RCB,151,MI,153,11/5/2016,Bangalore,41st match,RCB,MI,MI,,6,8,RCB,151,4,20,20,MI,153,4,18.4,20
980983,968923,"42nd match:SRH v DD at Hyderabad (Deccan)- May 12, 2016",DD won by 7 wickets (with 11 balls remaining),SRH,146,DD,150,12/5/2016,Hyderabad (Deccan),42nd match,SRH,DD,DD,,7,11,SRH,146,8,20,20,DD,150,3,18.1,20
980985,968923,"43rd match:MI v KXIP at Visakhapatnam- May 13, 2016",KXIP won by 7 wickets (with 18 balls remaining),MI,124,KXIP,127,13/05/16,Visakhapatnam,43rd match,MI,KXIP,KXIP,,7,18,MI,124,9,20,20,KXIP,127,3,17,20
980987,968923,"44th match:RCB v GI at Bangalore- May 14, 2016",RCB won by 144 runs,RCB,248,GI,104,14/05/16,Bangalore,44th match,RCB,GI,RCB,144,,,RCB,248,3,20,20,GI,104,10,18.4,20
980989,968923,"45th match:KKR v RPS at Kolkata- May 14, 2016",KKR won by 8 wickets (with 24 balls remaining) (D/L method),RPS,103,KKR,66,14/05/16,Kolkata,45th match,KKR,RPS,KKR,,8,24,RPS,103,6,17.4,17.4,KKR,66,2,5,9
